DEFAULT,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,NINQ,CLNO,DEBTINC
0,30200,34955,79556,8,,,,23,32.8045306
0,30300,137927,182588,1,1,0,1,18,40.36185207
1,30300,,52545,1,1,3,10,15,2.594364447
0,30300,54352,79302,0,0,0,3,19,41.62936282
0,30300,109859,153240,10,0,0,0,17,34.54949648
0,30300,18306,66747,1,0,0,1,6,37.58289841
0,30300,36014,76525,14,0,0,5,16,34.9372716
0,30400,45747,78829,0,0,0,3,18,41.25679468
0,30400,40386,68120,12,1,0,5,15,34.02025719
0,30400,46948,80473,0,0,0,2,19,37.75387662
0,30400,55429,103948,3,0,0,1,25,35.15098079
0,30500,77246,121758,10,0,0,0,34,26.52174054
0,30500,57516,103086,3,0,0,2,24,37.81408909
0,30500,113822,148478,10,0,0,0,16,31.16320701
0,30500,108736,147531,13,0,0,1,40,43.12276156
0,30500,138082,181157,2,1,0,1,19,40.87469852
0,30500,10952,65166,0,0,0,1,6,37.69262438
0,30500,124225,181129,11,0,0,2,28,43.16839173
1,30500,18375,61738,20,3,5,0,28,45.3547887
0,30600,35332,71898,10,,,,24,33.07135028
0,30600,78355,124426,11,0,0,1,34,25.94257777
0,30600,231344,284199,7,0,1,0,29,15.82390006
0,30600,54372,78653,0,0,0,3,19,40.61109433
0,30700,36804,83295,,,,0,15,42.21386978
0,30700,14834,64870,1,0,0,1,5,36.69232406
0,30800,129062,176389,13,0,0,2,28,40.89430209
0,30800,29226,44735,1,0,0,0,7,13.78396544
0,30800,15428,45495,28,0,0,0,15,42.38798551
0,30800,195221,293118,29,0,0,0,22,38.18102732
1,30800,147577,187129,11,0,0,0,0,42.36225264
0,30800,21172,37333,30,0,0,0,15,41.35817107
0,30800,125787,175196,13,0,0,2,29,41.35097453
0,30800,54981,82038,2,0,0,2,19,41.23925628
0,30900,230978,291013,12,0,1,1,26,26.24819069
0,30900,189798,301984,28,0,0,0,22,37.23650784
1,30900,106717,,4,2,4,0,13,47.79590611
0,30900,190480,298239,27,0,1,0,23,39.60145213
0,31000,133471,188154,0,0,0,2,18,40.31508349
1,31000,67794,103535,7,0,1,1,31,44.06542878
0,31000,37507,71612,10,,,,24,31.78445617
0,31000,118000,167000,17,0,0,1,17,
1,31000,30000,72000,20,2,0,1,14,
0,31000,13542,58827,0,0,0,0,6,36.25696875
0,31000,51370,103298,0,0,0,2,25,38.09341464
0,31100,73386,108864,5,,,10,21,42.82660083
0,31100,136521,188264,1,1,0,2,19,38.51864488
0,31200,22907,46357,0,0,0,0,6,15.02803747
0,31200,234304,290923,14,0,1,2,26,27.05723429
0,31200,14906,64767,0,0,0,0,5,35.03907537
0,31200,124295,176185,12,0,0,1,27,43.17681901
0,31200,15557,62847,0,0,0,1,6,37.39411875
1,31200,38352,80550,21,1,0,0,14,35.38186329
0,31300,33658,76624,,,,0,15,40.3573739
0,31300,119911,171916,16,0,0,0,16,27.6899107
0,31300,188655,298090,28,0,0,0,22,40.29677071
0,31300,106960,144201,15,0,0,0,40,42.66665957
0,31400,12617,36082,30,0,0,0,15,41.97900067
0,31400,16209,62450,1,0,0,1,6,38.12127507
0,31400,37750,76204,,,,0,16,41.44876331
1,31500,16800,,12,1,2,4,20,
0,31500,15391,,2.6,6,1,0,8,
0,31500,22100,35000,1.9,2,0,2,14,
1,31500,16000,43040,0,1,1,1,11,
0,31500,49020,100700,4,0,0,1,25,36.03464456
0,31500,10879,58089,0,0,0,0,5,38.66240227
0,31500,224572,282839,7,0,1,0,29,16.62648898
0,31600,11478,66275,1,0,0,1,5,35.94520575
0,31600,15036,44220,28,0,0,0,14,42.61822346
0,31700,72809,109678,5,,,10,21,41.51283589
0,31700,55247,103246,3,0,0,1,25,35.30277411
1,31800,60279,97875,6,0,11,0,46,
0,31800,34302,77481,10,,,,24,33.63468905
0,31800,126316,180750,14,0,0,2,28,42.63343718
0,31800,70680,114720,5,,,11,20,43.06942356
0,31800,71553,111237,6,,,10,20,41.45670798
0,31800,125864,175163,12,0,0,2,28,40.5848115
0,31800,37100,74796,10,,,,23,33.68886616
0,31800,226152,283022,4,0,1,0,29,15.73414368
0,31800,195134,299299,29,0,0,0,22,38.63702392
0,31900,34498,82962,,,,0,16,41.15524125
0,31900,15150,61388,1,0,0,1,5,37.8165708
0,31900,104092,143832,15,0,0,1,40,43.69152442
0,31900,23517,47805,0,0,0,0,7,16.7277481
0,31900,83226,115509,11,0,0,0,34,26.52185952
0,31900,16363,43218,29,0,0,0,14,42.09417911
0,32000,42478,85942,,,,0,16,40.25722171
1,32000,33148,69965,13,2,4,3,27,36.02150867
0,32000,35219,76888,9,,,,23,32.36421263
0,32000,232000,36300,3,0,2,3,50,
1,32000,92400,215000,2.5,1,3,1,40,
0,32000,22832,43358,1,0,0,0,7,13.66579769
0,32100,127901,176592,12,0,0,2,27,40.95937708
0,32100,120725,168783,15,0,0,1,17,27.90222161
0,32200,16232,60238,0,0,0,1,5,37.99908153
0,32200,118793,171024,16,0,0,1,16,29.01132772
0,32200,188427,293790,27,0,0,0,23,37.06575888
0,32200,108871,151667,11,0,0,0,40,40.18309857
0,32300,235343,45270,3,0,1,3,49,41.26480552
0,32300,195243,294372,27,0,0,0,22,39.07277566
0,32300,14163,60626,0,0,0,1,6,36.50108651
1,32300,167000,221100,4,0,0,3,21,
0,32300,23448,45557,0,0,0,0,7,15.77819668
0,32300,28213,40515,0,0,0,0,7,15.39687666
0,32300,133193,174905,13,0,0,1,28,39.4756896
0,32300,194350,299720,28,0,0,0,23,40.25151003
0,32300,41877,78220,8,,,,23,31.87626204
0,32400,51220,106361,3,0,0,2,24,36.48909721
1,32400,103000,149500,12,1,0,2,38,
0,32400,128523,179390,13,0,0,1,28,43.14434551
0,32500,124548,169881,16,0,0,1,17,28.85081359
0,32500,193409,297294,30,0,0,0,22,40.59278045
0,32500,232057,286938,15,0,1,2,26,25.25477175
0,32600,17918,40000,7,0,0,0,7,
0,32600,233216,38583,4,0,1,2,49,40.22218286
0,32600,79874,125000,30,0,0,0,20,
0,32700,14955,38584,29,0,0,0,14,41.52909627
0,32700,39796,77819,,,,0,15,40.23707296
0,32800,35458,78116,9,,,,23,33.68805656
0,32800,13781,43371,28,0,0,0,14,40.65777994
0,32800,189564,296728,27,0,0,0,23,38.05331686
0,32800,37231,80347,9,,,,24,32.17001962
0,32900,232792,293949,13,0,1,1,26,27.87825784
1,32900,,55657,1,1,3,10,15,1.909225163
0,32900,49709,101222,2,0,0,2,24,35.04559626
0,32900,9200,66056,0,0,0,1,6,37.18955165
0,32900,37265,76154,7,,,,23,34.85797706
0,33000,18026,57436,0,0,0,0,5,37.74993373
0,33000,232113,46286,3,0,1,2,50,42.51200002
0,33000,54821,104724,1,0,0,1,24,34.39190747
1,33000,153000,164000,9,0,0,4,32,
0,33000,138000,190000,22,0,0,1,22,
0,33000,227543,289091,3,0,0,0,29,17.42563348
0,33000,104422,152298,15,0,0,0,40,42.2817024
0,33100,236847,46091,1,0,2,3,49,41.83267428
1,33100,111917,156552,12,0,0,2,37,41.44154866
0,33100,238018,44379,3,0,2,3,49,40.41559886
1,33200,36705,78040,19,2,0,0,13,35.01574872
0,33200,195971,298682,29,0,0,0,22,39.88756232
0,33200,119049,175867,17,0,0,0,16,28.51781662
0,33200,57419,103648,4,0,0,1,25,34.28625051
0,33200,23858,40268,0,0,0,0,7,16.6958286
0,33200,140690,195001,21,0,0,0,22,38.98121028
0,33300,19675,47894,6,0,0,0,7,36.66861708
1,33400,59000,85000,2,0,7,3,26,
0,33400,20921,37363,28,0,0,0,14,42.55636282
0,33400,37262,76717,9,,,,24,32.02105145
0,33500,73761,117729,11,0,0,0,35,25.46161407
1,33500,54079,66261,15,4,0,0,14,
0,33500,18934,42328,5,0,0,0,6,34.22224671
0,33500,37843,80771,10,,,,23,33.96233051
0,33500,240157,42013,3,0,2,2,50,41.64479426
0,33500,49292,104421,1,0,0,1,25,36.89609946
0,33500,18804,43982,7,0,0,0,6,34.98037124
0,33600,87451,131949,30,0,0,0,20,40.89238843
0,33600,79877,118554,9,0,0,1,35,25.01202037
0,33600,233630,284049,4,0,0,0,30,14.07235376
0,33700,73877,124834,10,0,0,0,34,25.96045509
0,33700,142468,195770,22,0,0,1,22,36.50527114
0,33700,12512,42634,28,0,0,0,15,42.48237422
0,33700,28956,45640,0,0,0,0,6,16.49508064
0,33700,132617,172152,15,0,0,1,28,42.45764485
0,33700,147522,198737,20,0,0,1,21,37.30853626
0,33700,83471,133221,29,0,0,0,19,39.09556626
0,33700,26395,48905,6,0,0,0,7,36.42433271
0,33700,36851,78893,,,,0,16,41.82215988
0,33800,15648,43726,29,0,0,0,14,42.51197505
0,33900,128884,172094,12,1,0,1,27,42.31889922
0,33900,13154,62208,1,0,0,1,5,37.4669773
0,33900,232317,38412,2,0,2,3,50,42.5578291
0,33900,231455,290039,4,0,0,0,30,16.6894908
0,34000,121625,169369,15,0,0,0,17,28.99431237
0,34000,232312,286305,4,0,0,0,29,15.73593489
0,34000,57025,103563,3,0,0,2,24,36.91389765
0,34100,139035,198788,23,0,0,1,22,37.68589208
0,34100,241545,42189,1,0,2,3,50,42.04270618
0,34100,138523,196555,21,0,0,1,22,38.8960395
0,34100,241931,36486,1,0,2,3,50,42.45858179
0,34200,119575,175235,16,0,0,1,16,27.14989852
0,34300,89000,137000,12,0,0,1,36,
0,34300,146171,196270,19,0,0,1,21,37.94959341
0,34300,118911,168901,16,0,0,0,17,28.81751546
0,34400,97971,145124,13,0,0,1,36,40.40270584
1,34400,155536,169503,10,0,0,4,32,58.8269296
0,34500,109000,159500,,0,0,3,14,
1,34600,169960,224716,2,0,0,2,21,32.71020486
0,34600,27851,42623,6,0,0,0,7,35.13109271
0,34600,143542,195327,23,0,0,1,22,37.44738401
0,34700,81688,131993,27,0,0,0,19,41.21264082
0,34800,115191,165667,,0,0,4,14,36.13117578
1,34800,121399,164000,11,0,1,2,34,
0,34800,138680,190729,21,0,0,0,21,35.57723925
0,34800,139519,195663,22,0,0,0,22,36.95591736
0,34900,121550,174507,17,0,0,1,17,30.69930302
0,34900,236340,37598,2,0,1,4,50,41.85741593
0,35000,240994,39401,3,0,1,3,50,42.96751164
0,35000,239058,40848,4,0,1,3,49,40.13181545
1,35000,227000,316000,3,0,0,1,25,
0,35000,31000,50000,,0,0,7,0,
0,35000,197906,265000,4,0,0,0,32,
1,35000,391000,505000,4.5,0,0,0,22,
0,35100,33844,55100,,0,0,6,0,34.70302378
0,35100,88197,132776,30,0,0,0,20,39.29472094
0,35200,239513,37076,0,0,1,2,49,40.7798487
0,35200,234682,37079,2,0,1,2,50,40.41005141
0,35200,239987,43028,2,0,1,3,49,41.33662673
0,35300,83439,134691,30,0,0,0,20,41.88307125
0,35400,90295,139602,12,0,0,0,35,40.22961403
0,35500,142713,196335,21,0,0,1,22,35.64744257
0,35600,116080,163905,,0,0,3,14,34.62775217
0,35600,20552,46697,7,0,0,0,6,36.06282742
0,35600,31807,51823,,0,0,7,0,34.44309217
0,35700,238104,43026,3,0,1,3,49,41.27663712
0,35800,207312,271738,4,0,0,0,32,32.68199935
0,35800,93309,137370,12,0,0,0,36,41.86164685
0,36000,204292,268436,3,0,0,0,31,30.93897745
0,36000,203680,270992,3,0,0,0,32,29.69634581
1,36000,124000,176000,21,,,5,35,
0,36000,145908,190303,20,0,0,0,21,38.60076499
0,36000,89270,127834,30,0,0,0,20,38.66907284
0,36100,94801,146627,11,0,0,1,36,40.23487119
0,36100,36948,56236,,0,0,7,0,31.0580187
1,36100,233417,324987,4,0,0,0,25,21.86293891
0,36200,38010,59111,,0,0,6,0,31.33214149
0,36200,36974,54452,,0,0,7,0,31.16435392
0,36200,36661,53622,,0,0,6,0,32.01469166
0,36300,35287,56532,,0,0,7,0,32.6245319
0,36300,22431,42834,6,0,0,0,6,33.41614827
0,36300,25867,43823,6,0,0,0,6,33.67673955
0,36300,26662,70000,5,0,0,2,18,
0,36300,142395,195120,22,0,0,0,22,38.35509489
0,36300,35072,74829,4,1,0,2,18,23.01985524
0,36400,118040,164592,,0,0,2,13,34.32228507
0,36400,38263,57311,,0,0,7,0,31.53665358
0,36400,86853,131508,30,0,0,0,19,40.10703136
0,36400,204419,268745,4,0,0,0,31,32.74759312
0,36500,141200,195729,23,0,0,0,22,37.40550958
1,36500,84978,125000,10,0,1,0,64,
0,36500,18101,42320,7,0,0,0,7,36.50100933
0,36500,114350,164159,,0,0,3,13,37.0713328
0,36500,87683,131532,32,0,0,0,20,40.17865138
1,36600,397299,512650,4,0,0,0,21,43.45832742
0,36600,32590,58157,,0,0,6,0,33.01693102
0,36800,35447,59890,,0,0,7,0,31.17384352
0,36800,109378,163684,,0,0,3,13,35.69154269
0,36800,35077,53120,,0,0,6,0,34.98501256
1,36800,125894,172184,11,0,1,1,33,43.84754372
1,36900,111151,155000,12,0,0,0,40,
0,37000,34085,70596,3,0,0,2,18,25.59242395
1,37000,93378,145000,15,,2,1,27,
0,37000,36910,58338,,0,0,7,0,34.89158459
0,37200,35515,76591,6,0,0,1,17,22.43213209
0,37200,205922,267238,2,1,0,0,32,31.62284354
0,37200,202627,268857,3,0,0,0,31,31.85939856
1,37300,68789,86172,2,0,6,2,25,114.0505277
0,37400,96798,145550,12,0,0,1,35,40.59485173
0,37500,111248,159739,,0,0,2,13,36.39334812
0,37500,127000,190900,,1,0,0,25,
0,37600,33388,71282,4,0,0,2,18,25.19652419
0,37600,141000,200300,5,0,0,0,31,
0,37700,141260,205493,5,0,0,0,31,34.3029739
0,37700,31687,76454,5,0,0,2,18,23.87340882
0,37700,37200,51389,,0,0,6,0,32.77433102
0,37800,31214,58282,,0,0,7,0,34.22618958
0,37800,111412,166682,,0,0,3,14,34.88341094
0,37900,201996,272874,3,0,0,0,32,31.42758245
0,37900,150044,202894,5,0,0,0,30,36.31140767
0,38000,58200,108000,16,0,1,0,22,
1,38000,24447,,3,0,4,2,25,
1,38000,106000,160000,24,0,6,0,33,
1,38000,290000,364000,0.3,0,0,6,32,
0,38000,97759,139899,11,0,0,1,36,41.78849218
1,38000,94083,132791,10,0,1,0,64,62.80173209
0,38100,204071,270794,3,0,0,0,32,31.36973939
0,38100,33446,73289,5,0,0,1,18,23.82041534
0,38100,67559,113024,16,0,0,0,22,40.23960964
0,38100,93544,142231,11,0,0,0,36,41.2954003
0,38200,128081,196037,,0,0,0,24,32.56785691
0,38200,147457,210065,3,0,0,0,31,35.89492543
0,38200,92227,143087,13,0,0,1,36,40.32954242
0,38300,93255,144457,10,0,0,1,36,41.93949606
0,38400,31458,71821,4,0,0,2,17,24.98536247
0,38600,136879,191860,,1,0,0,25,35.05916323
0,38600,145590,209950,4,0,0,0,31,35.58278883
1,38700,,60000,0,0,0,1,15,
0,38700,33465,71449,6,0,0,2,17,25.31284163
1,38700,119847,162365,13,0,0,0,39,47.91511242
1,38800,31976,,2,0,3,1,24,
1,38900,120006,160771,13,0,0,0,40,46.70158524
0,38900,198749,270751,4,0,0,0,32,29.62236869
0,38900,31836,54976,,0,0,6,0,33.45924564
0,38900,200731,269450,3,0,0,0,32,29.2944879
0,39000,36335,50704,,0,0,7,0,31.2443985
1,39000,399412,511164,5,0,0,0,21,43.73003185
1,39000,3372,41500,4.3,0,0,6,15,
0,39100,128996,195061,,1,0,0,25,31.80559628
0,39100,68135,108723,15,0,1,0,22,38.57899271
1,39300,,62158,0,0,0,1,14,1.028930968
0,39300,27324,73924,6,0,0,1,18,25.05353353
0,39400,148631,207976,6,0,0,0,31,35.43199305
1,39400,162000,235000,10,3,4,0,21,
0,39500,30972,70545,3,0,0,2,17,25.36055735
1,39500,,50000,7,0,0,0,14,
0,39500,132485,192838,,1,0,0,24,31.7374782
0,39500,68117,117084,15,0,0,0,21,40.2048745
0,39600,134552,193455,,0,0,0,25,33.2179617
1,39600,,44000,,0,3,1,16,
0,39700,134586,193219,,1,0,0,25,32.04113397
0,39700,146341,208296,5,0,0,0,31,35.4591605
0,39700,59360,117186,16,0,1,0,22,40.13809045
0,39800,129611,191175,,0,0,0,25,35.55248636
1,40000,76769,129000,30,0,0,2,35,
0,40000,134029,191990,,1,0,0,24,34.52145025
0,40000,5118,62000,,0,0,0,19,
0,40000,362000,465000,3,0,0,4,15,
1,40000,147224,225000,2,0,4,3,28,
0,40000,53543,,3.5,1,8,2,39,
0,40000,4742,,5,7,1,6,21,
1,40000,120000,159000,0,0,1,6,52,
1,40000,159000,225000,5,0,0,8,3,
0,40000,,850000,17,0,0,1,24,
1,40000,331000,415000,22,0,0,8,34,
0,40000,145351,208657,3,0,0,0,31,36.09992698
0,40100,129625,197722,,0,0,0,25,33.19931059
0,40100,58784,115430,17,0,1,0,22,39.38915656
0,40300,369874,467112,2,0,0,4,15,40.79992141
0,40300,33299,73380,4,0,0,1,18,24.37448111
0,40400,63131,109395,14,0,0,0,21,39.55593621
1,40400,83786,131000,34,,13,3,36,
0,40400,145423,203712,5,0,0,0,31,37.30801307
0,40500,66895,113770,14,0,0,0,22,38.08532813
0,40500,145127,205613,5,0,0,0,30,35.3375454
0,40600,362909,466731,4,0,0,4,14,42.93033947
0,40600,15024,65109,,0,0,0,19,15.62993741
0,40600,14534,60000,20,0,0,1,31,
0,40700,150283,208676,5,0,0,0,31,36.90999415
0,40700,11541,64714,,1,0,0,19,16.5302805
0,40700,371003,467818,1,0,0,3,14,41.72389922
0,40800,127034,198587,,1,0,0,25,35.40002128
0,40800,12064,66193,,0,0,0,18,12.93568769
0,40900,18760,69373,19,0,0,1,31,39.92258688
0,40900,14719,69488,,0,0,0,18,15.07801115
1,40900,217000,290000,30,1,0,2,25,
0,40900,149281,202877,4,0,0,0,30,34.41651981
0,40900,64674,111877,15,0,0,0,21,40.45600987
0,41100,129281,194500,,1,0,0,25,32.51476871
0,41100,94600,151000,15,,1,4,31,
0,41100,59463,112626,16,0,0,0,22,40.4395557
1,41200,48400,99500,3,1,1,2,38,
0,41200,99653,157923,14,,1,3,30,40.90847995
0,41200,141705,207314,6,0,0,0,31,36.77626356
1,41300,42000,98000,12,0,0,0,23,
0,41400,362578,471827,1,0,0,4,15,40.77205849
0,41400,,46000,,6,,,20,
0,41500,97536,158739,13,,1,3,31,42.30190724
0,41600,,48319,,5,,,20,29.04125341
0,41600,,53078,,6,,,20,26.98944023
0,41600,365528,469694,3,0,0,3,15,43.36362433
1,41600,,44157,,0,2,0,15,34.90863172
0,41700,59889,109250,16,0,0,0,22,36.96881444
0,41700,12375,71029,,0,0,0,19,16.10143414
1,41700,,854112,16,0,0,0,23,42.07164538
1,41700,,854114,18,0,0,1,23,43.25877898
1,41800,147416,227168,2,0,4,3,28,
0,41800,5143,67205,,0,0,0,18,14.85334107
0,41800,363737,469748,4,0,0,4,14,43.80929207
1,42000,9999,50681,3,0,0,5,15,12.38674131
0,42000,21314,68047,21,0,0,1,30,39.94638535
1,42000,140000,,25,2,1,1,15,
1,42000,65889,125000,10,0,0,1,13,
1,42000,102000,165000,12,1,1,0,19,
0,42100,17852,65877,18,0,0,1,30,43.19519357
0,42100,21137,65676,21,0,0,1,31,43.20591058
0,42200,,55578,,6,,,20,28.23841231
0,42200,21393,68111,19,0,0,0,30,39.75171656
0,42200,21427,61457,19,0,0,1,30,39.86473881
0,42300,367089,469771,3,0,0,4,14,42.60364087
0,42300,22434,65893,18,0,0,1,31,43.22866458
1,42400,220757,297444,30,0,0,1,25,44.47109904
0,42500,9898,65778,,0,0,0,18,15.65288079
0,42500,104027,158425,14,,0,3,31,42.68375126
0,42600,13284,64273,,0,0,0,19,15.24961301
0,42600,114000,174000,12,0,0,0,5,
0,42600,22446,66485,17,0,0,0,30,41.15627594
0,42700,9330,67950,,0,0,0,19,12.84600617
0,42800,7382,71331,,0,0,0,19,16.54506284
1,42800,9133,44083,5,0,0,5,15,13.41782225
0,42800,6929,67573,,0,0,0,19,14.04201152
0,42800,100919,158981,14,,1,4,30,42.58161533
0,42900,8117,66731,,0,0,0,19,13.31235591
0,42900,101731,155688,14,,1,3,30,43.18142449
0,42900,122372,175968,13,0,0,0,4,39.46919961
0,43000,18388,64896,20,0,0,0,31,40.77787713
0,43100,13356,64852,,0,0,0,19,15.60459962
0,43100,8482,64282,,0,0,0,19,16.35364258
0,43200,120310,178938,10,0,0,0,5,40.16548813
1,43200,217036,291222,30,0,0,1,25,43.7894993
0,43200,367917,466755,3,0,0,4,15,42.62357404
0,43200,15635,60925,19,0,0,0,30,40.46067582
0,43300,18824,63487,22,0,0,0,30,41.24673596
0,43300,,53434,,5,,,20,29.61653289
1,43300,,45924,,1,1,0,17,33.67894598
1,43300,217840,299171,31,0,0,1,24,43.1146909
0,43300,,48908,,5,,,19,28.19235324
0,43300,119351,179347,13,0,0,0,4,37.98046402
0,43500,,51496,,6,,,20,26.62587935
0,43500,,46571,,5,,,19,29.37129987
1,43500,,855909,16,0,0,0,23,42.98540838
0,43700,5137,67256,,0,0,0,18,16.67867641
0,43700,,48535,,6,,,19,26.98118298
0,43800,5884,64890,,0,0,0,19,16.16045086
0,43800,,54046,,5,,,19,29.99790497
0,43900,5149,67021,,0,0,0,18,16.14568887
0,43900,120527,174003,13,0,0,0,4,39.28934898
0,44000,,50760,,5,,,19,26.07043469
1,44000,68600,125000,5,0,2,0,23,
1,44000,55604,101916,3,0,1,2,37,43.33855659
0,44100,,51165,,5,,,19,27.10511582
0,44400,100564,154708,14,,0,3,30,43.90215236
1,44400,67272,130818,9,0,0,0,12,43.68096501
0,44500,,50696,,5,,,20,28.18713999
0,44900,95410,157649,16,,1,4,31,40.48351525
1,45000,47321,115000,,0,1,0,22,
0,45000,,76673,11,0,0,0,13,
0,45000,87000,151000,16,0,0,8,19,
1,45100,67552,128659,10,0,0,0,13,43.87407943
0,45200,89427,157731,17,0,0,8,18,39.16706289
0,45700,118247,174711,11,0,0,0,5,37.73075139
1,45700,,50800,13,3,2,4,46,
1,45900,52720,115224,,0,1,0,21,
0,46100,,86132,10,0,0,0,13,33.91473806
0,46200,117227,174882,12,0,0,0,5,40.62161928
1,46300,39800,41600,,0,0,1,3,
0,46300,120636,178823,11,0,0,0,3,40.91514127
0,46700,,81114,10,0,0,0,12,33.415153
0,46900,91672,158953,16,0,0,8,19,38.10922752
1,47000,192677,268000,15,0,0,2,20,
0,47000,39000,99820,9,0,0,3,36,
1,47000,164411,235500,17,0,1,3,48,
1,47000,159500,230000,3,0,0,0,0,
0,47000,42437,109553,10,0,0,2,35,40.14252106
0,47100,48062,107824,9,0,0,2,35,41.5263174
0,47500,,83607,10,0,0,0,12,32.40868613
0,47500,95847,152789,16,0,0,8,18,38.95925288
0,47500,,76836,11,0,0,0,13,34.1468927
0,47600,39364,108232,9,0,0,2,35,40.18942197
0,47600,,86652,7,0,0,0,13,31.57129492
0,47700,93909,154158,14,0,0,8,19,41.33812472
1,47800,47354,119244,,0,1,0,21,
0,47900,95377,157273,16,0,0,8,18,39.10304524
0,48000,41392,106075,8,0,0,2,35,38.63382732
0,48200,93127,159179,16,0,0,8,19,38.12822804
0,48400,33300,60000,5,1,,1,16,
0,48800,47476,105332,9,0,0,3,36,40.65343467
0,48900,33903,68995,6,0,,1,16,30.99923613
0,48900,41260,102771,8,0,0,3,35,41.21871452
0,49200,40694,69777,3,1,,0,16,30.21490434
0,49300,40724,102546,6,0,0,1,36,39.03767909
1,49500,247500,,0,0,4,2,25,
1,49500,9000,55000,3,0,0,0,0,
0,49800,44462,102203,8,0,0,3,37,40.30286769
0,49900,45455,102971,9,0,0,2,36,42.06427923
0,50000,43689,104139,9,0,0,2,35,38.55938906
1,50000,69400,163000,1.3,0,1,,13,
0,50000,235000,295000,6,0,1,8,23,
0,50000,220528,300900,5,0,0,0,2,
1,50000,202601,288000,3,1,1,2,30,
0,50000,,82200,,0,0,0,7,
0,50000,,78703,10,0,0,1,22,
0,50000,44000,59000,12,0,1,2,26,
0,50000,174900,250000,5.5,0,0,2,33,
1,50000,38000,,26,7,6,0,25,
0,50000,26976,,8.3,1,0,1,6,
0,50000,106000,,0.8,0,2,3,32,
0,50000,167000,245000,22,1,7,2,24,
0,50000,80286,145000,12,,1,0,35,
0,50000,160000,235000,0.3,0,0,0,41,
0,50000,30338,,8,0,0,0,5,35.08400094
0,50100,35910,64042,4,0,,1,16,30.42924665
0,50100,,85756,,0,0,0,6,23.21980601
0,50100,48370,106233,8,0,0,3,36,39.93534357
1,50100,256431,,0,0,4,2,25,3.342569837
0,50200,,85567,,0,0,0,6,24.08456584
1,50200,34668,,7,1,0,1,5,36.72448606
1,50200,197770,271676,16,0,0,1,20,42.9265802
0,50200,46670,102264,9,0,0,3,35,38.68051971
0,50300,,88313,,0,0,0,7,22.16959631
0,50400,53992,63772,12,0,1,2,25,40.42570434
1,50400,168561,244322,16,0,1,3,47,47.41737605
0,50400,43635,104114,10,0,0,3,35,40.8514441
0,50400,53024,65024,12,0,0,1,25,40.86786973
0,50400,40140,103789,9,0,0,3,35,40.01526267
1,50500,70318,172288,0,0,1,,13,25.84526388
0,50600,178073,255435,5,0,0,1,33,37.50148945
0,50700,,83365,9,0,0,0,21,25.65597685
0,50800,,86207,9,0,0,0,21,26.65051224
0,50800,48667,63130,12,0,1,1,26,40.02592041
0,50800,44992,108486,6,0,0,2,36,40.771305
0,50800,,91305,,0,0,0,7,23.51912852
0,50900,,85196,,0,0,0,6,21.59548
0,50900,42541,68483,5,1,,1,15,30.9097129
0,50900,22000,77826,3,2,0,7,14,
0,50900,53334,63298,12,0,0,1,25,37.31209736
0,51000,39609,60837,5,0,,0,16,30.84104501
0,51100,28312,82300,3,2,0,6,14,41.08753538
0,51100,178810,252724,6,0,0,2,32,39.35189319
0,51300,,85255,10,0,0,0,22,26.57262502
0,51400,,79910,13,1,0,0,21,26.25179842
0,51500,42041,67770,6,0,,1,16,31.0290026
0,51500,,90003,,0,0,0,7,25.32400193
0,51600,38900,63292,6,1,,1,15,32.82312065
0,51600,31536,81233,2,1,0,6,13,40.15503117
0,51700,183615,257077,4,0,0,2,32,38.95331304
0,51700,181000,255026,6,0,0,1,33,40.01760328
0,51800,174945,251643,5,0,0,1,33,40.17406476
0,52000,31305,83147,3,1,0,7,14,42.40293347
0,52000,,85298,10,0,0,1,21,25.51396564
0,52200,,90240,,0,0,0,7,24.01667109
0,52200,41301,67400,5,1,,1,15,30.62618827
0,52200,,81115,10,0,0,1,21,24.98188282
0,52300,,84584,,1,0,0,7,24.35530425
0,52400,27234,83482,2,2,0,6,14,40.54824598
0,52700,23905,82670,4,2,0,7,14,42.83695513
0,52700,,80747,10,0,0,0,21,25.26444754
0,52800,53532,68305,11,0,0,1,25,40.66968682
0,52900,48825,59418,13,0,0,1,25,38.75199499
0,53000,180371,256589,4,0,0,1,33,36.47761781
0,53200,182033,258678,5,0,0,2,32,39.93135284
0,53300,,84871,8,0,0,1,21,24.0312395
1,53400,228236,305514,6,0,0,0,2,34.55841672
0,53500,179116,257688,5,0,0,1,33,39.78989915
1,53600,235895,299772,5,0,0,7,22,44.94592915
1,53600,208197,297280,4,1,1,2,29,41.6467315
0,53700,49669,63995,12,0,1,2,26,40.10162342
0,53700,25813,78955,3,2,0,7,14,42.99845603
0,53700,,84205,,0,0,0,7,22.63994036
0,53700,24158,82627,2,2,0,6,14,43.26837545
1,53800,82324,154409,10,,1,0,34,41.65904448
0,53800,,81322,9,0,0,0,22,24.70906036
0,53900,,91309,,0,0,0,6,22.06132991
0,54000,176922,256977,6,0,0,2,33,37.98968921
1,56800,95321,169000,3,0,0,4,38,
0,57000,38000,68000,3.5,0,0,0,21,
0,58000,39436,75446,2,0,0,0,20,30.16455356
